protein_id,beta_age,beta_sex,beta_phenotype
O43247,0.17230245237517874,0.1896400171825815,0.7723986669630393
O43251,0.5499898251710418,-0.06611432826558605,-0.7465235273165216
O43272,-0.15955329850544892,0.10861559740526233,-0.12124994723364245
O43435,-0.2889470540388279,0.12644240748494945,-0.3023746448463663
O43731,-0.314033041862687,0.15572641715171978,-0.24119554807752286
O43759,0.12205219448917606,0.13660201142606135,-0.6836574006549447
O43808,-0.2406205619327061,0.7188884699582312,-0.6972477076405722
O43819,-1.0583272244852655,-0.9309225766212558,0.017465967946001523
O60688,0.015458639016349454,-0.05880542771256047,0.7285138973571009
O60704,-1.336417216551469,0.1979669372154118,0.936862921082144
O60733,-0.563890382445857,-0.18990325589494755,-0.45173515033717254
O60755,-0.4471730230387644,-0.16313100251152,0.8564911702107028
O60784,0.9186933377437602,-0.16796961252007386,1.143036128438682
O75132,0.017788238492312432,0.8768455133505405,-0.05597918979209506
O75140,0.06552891302307215,0.18273723632141728,1.9073122076205211
O75170,0.42564278742239453,-0.3536322649757318,0.5813987221655147
O75419,-0.18091626854217074,-0.24487509145060457,0.5451608159352667
O75600,0.015542793885576393,0.13928795725590304,0.008391133119175477
O75631,0.16829156330271736,0.2124829487180746,-1.162180159623249
O75648,0.3332863343047668,-0.4910097099151503,-0.8653794813356467
O75677,-0.02920562192934122,0.04199050165722713,-0.41610369874336844
O75678,0.4155159288339872,-0.6710875831854535,-0.24416624926353536
O75679,-0.29243706746650033,-0.023293635169669685,0.16731857078834325
O75791,-0.5039464748117723,0.3621413387281141,0.03780142100081984
O76054,-0.9459731266559552,-0.9792957201985155,-0.007391575757586741
O95236,-0.11048365889317704,-0.05171005678731675,-0.016789473918130786
O95248,0.11277991975509036,0.47382480492414986,-0.6666629405505349
O95461,-0.5859857964503974,-0.5466619289436913,0.17335000030122413
O95502,0.6224736893232228,-0.21566971911975524,-1.5010199064957928
O95503,-0.8519964313051878,-0.4165183613980058,-0.33463733249712885
O95567,-0.2041943136273632,0.019290561490458533,-0.18704779849346828
O95696,0.5246698052717036,-0.3380086528406844,-0.5173907756853258
O95721,0.2394377692602308,-0.7678210349630596,0.23381502319200131
O95755,0.05127659186313343,-0.0737212449590837,0.9529656642895574
O95907,-0.31110372264735897,1.0301490852620392,-0.13525886953685956
O95922,-0.6385082224851141,0.03495979049741265,-0.6457471201912609
O95931,-0.3758779239067501,0.19851665000774557,0.33334925319007486
O95985,-0.3110838501271291,0.4937025725232003,0.6945046548126803
O96015,0.7181508782816455,0.2647067035628611,0.8180572272514192
O96017,-0.9403992139870289,-0.15895327431423129,-0.5202031537940558
P00387,0.05961293056369604,-0.28572460959836865,-0.09969470516983943
P01127,0.9410874401020247,-0.08485989821018915,0.24827539031412835
P01701,-0.1161346649621176,0.037856643978416836,0.0036100082616428754
P02144,0.22416203298657975,0.5826537677735885,0.9884363985619976
P05162,0.15481004095458342,0.29477344301780106,-0.6905187055113401
P05546,-0.04393837120781029,0.4701447324417945,0.5195811830502919
P07305,0.10580486639752511,0.4431969797839762,0.2944600253962913
P09382,0.6001531291296608,0.14467957847855556,-0.2134189893426208
P09601,0.16792062846651182,-1.4652971879263879,0.22973144183102967
P0C7N4,-1.8242064126073918,-0.861731703702709,0.27106116056459045
P0C7P2,0.23876466863339763,-0.5812143900699652,-0.42726122512736325
P0CF74,0.685270494307066,-0.24201506578633808,1.345752187441791
P0CG04,-0.0009599265881730745,0.2040180884406334,0.9701246390991645
P0CG29,0.06551355809670978,-0.5011719903454006,-0.06583647101657407
P0CG30,-0.017805368095045467,-0.6823708261007827,-0.153499242804494
P0DOX8,-0.37109604699871834,0.46217887859371704,0.02076712451115337
P0DOY2,-0.14139787457378503,-0.05309096531128813,0.13387321104369967
P0DOY3,0.3084070998448899,-0.4998561143346907,-0.6249525795727631
P0DSO1,0.552339607701265,-0.2061684361023653,-0.8501052555581244
P10323,0.22190635469155232,0.23168490301634345,-0.9184291543540238
P10635,0.11474085773180315,0.3677915462141868,0.22463187102375784
P11274,0.31599074188069765,-0.7021345490453745,0.19862409299771736
P12018,-0.15130987973522328,-0.2413950793623224,0.5223333656518359
P12036,0.739637255337115,0.8971850273001795,0.7888847229035431
P12956,-0.05486709081509184,0.17636008151317153,0.4600937230705462
P13224,0.06058897464973098,0.06538209395577219,0.4942518791257092
P13725,-0.029641323012966108,-0.36464346818683074,-0.2486838395015151
P13866,0.3169551888668712,0.001496645599977866,0.20412598612100272
P14174,0.3350396211010949,-0.1874207314488048,0.4537488981778836
P14784,0.18942130172919722,-0.6174065434557393,0.8653828747117466
P15018,-0.25037237187845807,-0.8275476715925919,-0.6270262257517814
P15153,-0.510522580339161,0.026086659328766734,-0.1643103033277423
P15289,-0.16841598382029643,0.30985098274123946,0.20392521671562228
P15814,0.15802393532214312,0.20491422866434633,0.36968080080134297
P17050,-1.0539766708887215,-0.1822191261322306,-1.3081260386936844
P17861,0.018029963398897706,-0.00231648611217266,0.6273193648738081
P18848,0.5938171963605604,0.10138752412618367,-0.3002166464381399
P19086,0.24258055627286892,-0.26395881866215676,-0.0008355908660093394
P19440,0.4930681584803839,-0.2788856729947118,0.48340718354550055
P19971,0.3387006843461512,-0.47739590856541075,0.5843364769304406
P20062,0.34928317268575254,0.05096294368632872,-0.45739407481659133
P20472,-0.429603009287785,-0.2688312884515112,0.325556677975176
P21964,-0.47781258370069896,0.21875612430993496,-0.7450533173270355
P23142,-0.10203429221942448,0.054823877287004316,1.46707808703535
P24347,-0.6886578277601837,0.7360072832450667,0.08990544839236803
P25325,0.20558595900798157,0.059173956694102255,0.2668360909171398
P26998,-0.07684255218100887,0.7270250907287291,-0.27388268653483344
P28482,0.5661172860896239,-0.32218356010651145,-0.03615110784077217
P29274,-0.5359812761451096,0.22751186017375996,0.8670755741559203
P30046,-0.03867808991042704,-0.09844284935195477,-0.6687701778407561
P30536,-0.11464632677615405,-0.7963971298607638,-0.5477267920312964
P30566,0.11339302305456771,0.6595065988706981,1.6855265167377018
P31941,-0.29329254253545034,0.71765007832272,0.14625148824098874
P32745,-0.07562382337318793,0.2162972258630761,0.03714989020797551
P32927,0.05519786280610926,-0.2041665814133346,-0.8388657958793104
P33992,-0.7718126012610408,0.3266224416406135,-0.16602005405142803
P35240,-0.2980444498280833,0.0042528133615767835,0.4769593517493765
P35579,0.0901819715131991,-0.3280274683204837,0.7357757733893698
P35625,0.789592751490816,0.24727832766142666,0.584198106806454
P35626,0.6209799984069055,0.5650496582022568,0.3684595062675742
P36269,0.2991735235374414,0.2598302866732513,-0.6584026047282261
P36543,0.3503615784297929,-0.677906985563277,-0.4767596730750329
P39023,0.6517825339040437,0.42011008134709876,0.8924389738115176
P42356,-0.13583719184364612,-0.5761244206383838,-0.1442623182422057
P43320,0.0510156486202871,0.039494358170004844,0.6802082872540209
P43487,-0.18063521250172276,0.17601723590146212,-0.5931762896607636
P46060,0.2251586390219065,0.0015542750928183725,-0.44988800297071047
P46109,-0.1179146810874264,-0.09208787325761082,-0.1620930776022577
P48050,0.8856706211338418,-0.049223001153939815,-0.14633766610640264
P48739,-1.0487254788050708,-0.44710367598973866,-0.1578440546738117
P49593,-0.3429263380883214,0.6908537966888985,-0.09896266523773117
P49674,0.6442221246591262,0.030852317025184012,0.02233670185294598
P50502,-0.044398223856250474,0.0018981258107295662,1.0312770018299156
P53007,-1.1598053633756091,-1.0007728722193394,-0.3259024986336683
P53671,0.0072639409687844415,0.3450522123820062,0.2838523188164851
P53673,-0.1921229564402851,0.5095218466208812,0.6181172418916385
P53674,0.09202891563578276,0.4813287862434206,0.1635871580592773
P53675,-0.2807415133914418,0.34890841950000234,0.06636787354720662
P53778,0.0006699233772434646,0.7364767860947872,-1.470523277124052
P53814,-0.7088420850797849,-0.593535213187185,-0.21795638854128335
P54198,-0.12730408488301506,-0.7536628238865237,-0.5910948193864958
P55769,-0.4304208392617851,1.228712046037946,1.0810451686482878
P55957,-0.20587470884232464,-0.18179164515339946,-0.6895223983129765
P56556,-0.9540652066126334,-0.058440093204262016,-0.5987111899464154
P56693,-0.04242526583100489,-0.8001029245217387,-0.45718467498615467
P56706,0.07431354765141543,0.1831047988919687,0.2504831752452087
P59817,-0.6602444920785187,0.42734286506778085,-0.4801270179611102
P61218,0.3164289573036532,-0.005319338309096574,-0.8258324994467687
P61580,-0.15809885229059398,0.1826818710318838,0.3677792282847594
P61581,-0.07049394872220931,0.7658894453005264,0.6045064625919353
P62318,-0.12832705819987641,0.37506090606847226,1.160276091112912
P62877,0.9802423003915135,-0.6139999404112487,-0.5559198666942904
P68036,0.7424593933669255,-0.5291405254188186,-0.7935246799750074
P78395,-0.24309706534952344,0.21011335473729287,-0.06143802396665782
P85298,-0.32528181020279606,-0.3371062308622545,-0.4274022386476252
P85299,-0.4397548143294713,1.1408164386380308,0.17850664271133296
P86434,0.4433795272023693,-0.24453873405946186,-0.11157400631162931
P98153,-0.3567769906851775,-1.325854167459601,-0.8268055661087197
Q00587,-0.9053093399901974,-1.1248918889758037,-0.7172153845788617
Q01844,0.6624778396908154,-0.02221808385217721,0.7743382573927045
Q04917,0.20549128845043765,0.3912794128575796,-0.5405381971827451
Q07869,0.2619754770963354,0.36435711703717294,-0.34598837534021576
Q09327,0.2797701853080832,0.28309387928741647,-0.3297315726780497
Q09472,-0.5613842161354975,-0.5920641659491361,0.05190332515287707
Q10567,0.1635049343946574,-0.39626291522895724,0.015951204795659184
Q10571,0.2852685180692427,0.3090953573326504,0.9311280720734931
Q10587,0.6384904160990217,-0.500645716378272,1.0101517257228134
Q12772,-0.2654882522778574,0.5224364062272138,0.04079197563065331
Q12824,-0.2060746892284838,-0.9038484298874664,-0.10293870612980892
Q13323,-0.7796916176528045,0.48364961792138617,0.9100755942835488
Q13356,-0.3984554946483451,0.15098537125963557,-0.43523491320478525
Q13387,-0.3142423650683948,0.38724735193268567,-0.023122957106047507
Q13615,0.8698240209655058,-0.2411162393514605,0.5996017994846935
Q13769,0.04870670647889099,0.3978890048721166,-0.26829459439796804
Q14106,-0.024779418775791356,-0.057749439649467375,-0.5016342689074723
Q14129,0.33104076729087634,0.3251245027891821,0.35613281694334
Q14166,0.7684828269588223,0.7246724006181517,-0.22496681390948123
Q14390,0.18652615921708912,-0.31180034462910633,0.014013189668733274
Q14565,-0.29987472455943237,0.8100351545680256,0.2182188902057777
Q15040,-0.10901456405221106,0.5968092859281885,-1.302369245877247
Q15049,-1.0070512974326449,0.39791932760988696,0.03628106887042083
Q15080,0.12522315013038032,-0.6631980516592744,-0.01394022651021972
Q15459,1.001754705200671,0.41209980989793144,0.10182392708568726
Q15735,-0.21952695505246883,-0.19728642593469692,-1.2775187335200104
Q15750,0.1288202104605803,0.42274155424092696,-0.945371596302369
Q15759,-0.330708446153408,-0.578732316116711,-0.579210716885258
Q16587,0.02674081341095011,-1.0422010774942372,0.3685622630142384
Q16762,0.3769275349668411,-0.12555129401845624,-1.488425105990725
Q2M1V0,-0.4982093130011948,0.6164509670513483,-1.6667965684371435
Q2NKQ1,-0.17376170609675962,-0.5900003892336295,0.48274218095090193
Q2VPJ9,-0.3375569760717307,0.20197701036780577,0.33927625150145585
Q2WGN9,0.91811291986501,-0.10147097183768511,0.2256266217735668
Q3SXP7,-0.742527739563718,0.595206781646872,-0.4563053088428188
Q3SYA9,-0.2803770820438728,-0.011123897424605369,-0.9377306072039097
Q53GT1,0.114385014464469,0.4837331364625054,0.17576029409837493
Q569K6,-0.7944487820893625,-0.06190464716482979,0.4452173417876944
Q5BKY6,-0.9389943829829539,-0.537383006908857,0.525926162448912
Q5GH77,0.13504771709864327,0.20598579106337692,1.115696884573987
Q5R3F8,0.2342763892531013,0.3289440052165897,1.6264473163309956
Q5R3I4,-0.10690227904524535,-0.39894138180924754,0.2566778389482796
Q5THK1,0.21949551469444745,-0.2633576959731041,-0.6194382117329085
Q5THR3,1.154922211045039,0.16342173519401146,-0.4393712288412454
Q5TIA1,0.4579651511397993,-0.05457257578066725,-0.15172886779069875
Q69YQ0,0.28113643595724663,-0.645941134115845,0.21157632235030344
Q6IBW4,0.9564774038658761,0.23308883109865539,-0.22572726227007867
Q6IC83,-0.253552640214121,-0.20516998667255468,-0.15237760682866863
Q6IC98,-0.188903266379136,0.4581557205372834,-1.03992546192539
Q6ICB0,0.431000025206067,-0.18984326257128056,0.22616867141722333
Q6ICB4,-0.5634939551004319,0.664315533424718,0.7473809761031238
Q6ICC9,0.4797952628750368,-0.7573773878967697,0.49747264263963165
Q6ICG6,0.20242754381785444,-0.8026356235662838,-0.014578430262489294
Q6ICG8,0.18226724451663126,0.2780376369115754,0.10635682016931343
Q6ICH7,0.14561570842368984,0.7368056961265478,0.7356203459464079
Q6ICI0,-1.4335274768913717,-0.158719277418841,-0.09879061652637076
Q6ICL3,-0.8760492863634856,0.047091529116156085,0.7492546634463039
Q6ICL7,-0.5432839297952952,0.16820046934493615,-0.5494940863778627
Q6NTF7,-0.3359560118398384,0.7386968170850176,-0.32553469206709496
Q6NUI6,0.23110624450531234,-0.9356090580304935,1.1173905368369281
Q6NVV7,0.3013262231532495,-0.09124992132513084,0.34532790599993685
Q6NXT1,-0.7049097144739052,0.5912653708763286,-0.1943908652978581
Q6P575,-0.10203475752421735,-0.24582780748274222,-0.3483908416473508
Q6P5X5,0.3473353058142043,0.12795342505211144,0.39104888484182393
Q6PGQ1,-0.004397344742785726,0.2565999055385905,-0.251309246355023
Q6S545,1.1148659207047742,-0.7839652082152493,0.7565623941377906
Q6UXH1,0.6839537253604854,-0.4260794029827969,1.337564166333584
Q6UXV3,0.4977451414726591,0.48556950341145577,0.01681331221552601
Q6UXY1,-0.10861307910933822,-0.10470441351980406,0.2343183577917103
Q6ZQY2,0.7005931375169481,0.0906571089307098,-0.5468661738823741
Q6ZR54,0.4122135311924899,0.4605753731973961,0.3927957170686716
Q6ZT62,0.3727494532624913,-0.13546406507890404,-0.5573935002783477
Q6ZVW7,-0.4340967153203899,-0.817731624228929,0.14216916692756984
Q7L3V2,-0.04172439161329681,-0.21999385226485438,-1.773371294607042
Q7RTP6,-0.6236587348470845,0.5604203257015834,-0.3987756000378786
Q7RTV0,0.1802958388284207,-0.6953427149876281,0.8632232894155386
Q7Z3Z3,-0.0720138300273382,0.1450201982417676,1.3954678751290108
Q7Z412,0.7582200502947019,-0.1532828106435289,-0.3559321109222155
Q7Z4H4,-0.1627725057597659,0.2549491242382678,-0.06313448055052268
Q7Z4Y8,-0.19762207250173583,0.7335906253545211,-0.06852593506670213
Q7Z5A7,1.1497945465186596,0.04537128187608651,1.0711910365348365
Q7Z6W7,0.1786597113553134,0.4814802866247239,-0.43476663091063467
Q7Z6Z6,-0.4268796112937059,0.22985297750749376,0.5931319454791891
Q86V35,0.020128251000231433,-0.6431966675418486,-0.8161550197735962
Q86V86,-0.7135682010931206,-0.8838110564696905,0.0656912156682525
Q86WX3,0.5625219608540126,-0.006707893462404384,-1.3562488544027114
Q86YH2,-0.09538023016727436,-0.08139949831630355,1.2575992501352635
Q8IU80,-0.7285689564597781,-0.19533880129959785,1.0235116083267384
Q8IUG5,0.22498917067327404,0.28165653675821234,0.06875066221432692
Q8IUX4,0.16497176932863228,0.388804765139268,-0.48569179133565976
Q8IVS2,0.4390292894540999,-0.6865015084427696,0.19702078369892287
Q8IWD4,0.08937048164316358,-0.30814654409605396,-0.013611165195388042
Q8IWF2,-0.31127007633277654,-0.5358506634308722,-0.2121688449681866
Q8IWL3,-0.5519943176858307,0.16139873204662405,-0.690051296491418
Q8IWY4,0.3559885114955257,-0.59073953396441,-0.33977694934860375
Q8IYW4,-0.3123017041075895,0.6625733644374194,0.1981739673699551
Q8IYX3,-0.10586690127219713,0.24935972053486166,-1.2643154083978128
Q8IZ69,-0.021566794820453723,0.9987570889023814,0.07940790384160354
Q8IZJ4,0.03395658458466775,0.27406418982109804,0.5373631459886073
Q8N1L1,-0.9987333464449298,-0.8411632408955134,0.12617477465168792
Q8N3F8,-0.35743828094875485,0.6560126311099571,-0.18910463393113433
Q8N5Z5,-0.9672653678565589,-0.6340069584219985,-1.6498056117783453
Q8N653,-0.11706276864145627,-0.09419206363219168,-0.25467762586913867
Q8N7B1,0.5394395195148693,0.5992599182583468,-0.10223305401366672
Q8N8J0,-1.067346833738428,0.3086407902461292,0.33321613710514525
Q8NDV3,0.1546957850784725,0.4907398746540579,-0.698896857876624
Q8NEG4,1.0043776930925694,-0.479713876570934,0.44953375632051273
Q8NEG7,-0.8436738472066758,-0.4651323436350254,0.9098211880352016
Q8NEJ0,-0.13044991150042495,0.41996130256639896,0.14217323323154765
Q8NET5,-0.05247907800008634,0.6819251624663448,-0.1419952947911402
Q8NFI4,-0.8903690537817353,-0.40162004597585255,0.33071503722101653
Q8NFQ6,0.19775455318125407,-0.7835291251177191,-0.4346055116449206
Q8NG94,-0.2908606746011233,-0.1827347970571125,-0.8255481531609309
Q8TCT0,-0.3141855540597393,-0.3643052426297637,0.46291995585715157
Q8WTX7,0.4045606554951219,-0.072905229044408,-0.2352238775224389
Q8WUA7,0.0699621560195567,-0.40828755372778747,-0.6880992493004645
Q8WWX9,-0.47011060446285846,-0.31740658198572835,-0.6980842798753626
Q8WYQ3,0.08102977953143738,0.3648578368918542,-0.952258980478945
Q8WYQ4,0.012564355608016674,-0.10996789763316779,0.20490521132208175
Q8WYQ5,-0.006469384051794031,-0.7267996399658154,-0.7574335793142992
Q92523,0.014711787792486362,0.5143904598727547,-1.3285124226258016
Q92737,0.17286328990078997,0.5948110026438216,-0.09181552572372786
Q92841,0.2751012480132204,-0.3515345404489011,-0.07161971956612609
Q92871,-0.8104567591540758,-1.172171654209437,0.5656594807351651
Q92890,-0.49249746386222093,-0.22776392250171526,-0.8318653519621159
Q969R2,-0.7049848515419379,-0.08691885004730818,-0.4377463164813879
Q969R5,0.18898549899734923,0.22626920948979595,0.1925097877947643
Q969S8,0.11930039546422185,0.7888841024659431,-0.6405562614269316
Q969V6,-0.027467433101458875,0.5663449102597944,0.7587238856028219
Q96A84,-0.7108818246722864,-0.15617772082793496,0.8148726575203563
Q96AK3,0.25403955259953265,0.09763151573988638,-0.13061081606079403
Q96AY4,-0.19190046285387272,0.1441095315451621,-0.15142447499069
Q96D21,-0.02128931052222209,0.039299353057518686,-0.4068429170960995
Q96DF8,0.26606468694071916,1.4571223242077098,-1.066191983595645
Q96EK2,0.16200626209498994,-0.3800950443094528,0.34644154651154996
Q96F46,0.02327873666393046,0.38092738702123174,0.7053039459052677
Q96FE7,0.09621055888409066,0.5660261442070891,-1.4065787362732063
Q96G42,0.7952261489580116,0.18753107594617005,0.6467060134471091
Q96GD0,-0.6099378724207608,-0.41538494080266786,0.08756297648686448
Q96GF1,-0.008518944668731508,0.1415342940049948,0.6507090965579797
Q96GP6,-0.8826101576514246,0.48690953585865454,0.00496914597475621
Q96HU1,-0.10189093056227387,-0.7355576171924452,0.301829201026119
Q96JB3,-1.2070539255155186,0.3241970056193563,-0.8952635012837952
Q96M85,0.026728956308737017,-0.05958441866396021,0.7017228883763302
Q96MU8,-0.08932758450694508,-0.3470692805728328,-0.3039616175827218
Q96NN9,0.6364413843773318,0.2681484845904468,-0.23137798891389677
Q96NT3,-0.11822320998225672,-0.7835885452927235,0.2330845205109246
Q96PF2,-0.8799078538477328,0.37589823291772806,0.0771729554947595
Q96Q80,1.1934758997869612,-0.5500677768621529,-0.06159725462437976
Q96RD6,0.8991438504615313,0.5956948201457072,-0.41772723094793984
Q96RJ3,0.11198371418672387,0.0009996782075436166,0.1691735204364943
Q96RN5,-0.3493402179924149,-0.04466020135036726,-0.9588314251660282
Q96RT7,0.06756172593404103,0.22501033671091603,-0.13645164758633038
Q96SF2,-0.8075254452923939,0.4942659314257312,0.21871502279568136
Q99501,-0.3630075488504884,-0.14030022341903198,-0.9004016416691032
Q99705,-0.5127050638889522,-0.2689056731785697,0.7370524873680907
Q99719,-0.3197516954437378,0.32010682966437937,-0.32298972171694784
Q99757,0.12397378042593743,-0.07069775107190109,0.5238339600556461
Q99798,-0.26740566910927893,-0.7862641250012204,-0.8291694188181796
Q99999,-0.2659387469713787,-0.6245299853390264,0.24612720940773075
Q9BPW4,-0.2328840824290389,1.1873032750132158,-1.0426287570822792
Q9BPW8,0.10181658935490061,-0.5639765117528345,-0.29604080422960716
Q9BQE5,0.07070973667027208,-1.1626856874371434,0.14209567007281648
Q9BR01,0.9514537311370839,-0.22671914918429642,0.1558847140833057
Q9BT49,0.5124608465626996,-0.08197675001349827,-0.3485761131188899
Q9BU23,-1.1378682018608761,0.32049535969748666,-0.06790104583733833
Q9BV10,-0.5063419256940809,0.06329835513884678,-0.3502082140837088
Q9BVL4,-0.2642130655577628,0.3031455780543541,-0.8030294467943067
Q9BW83,0.5236576430368792,-0.6988430815592018,-0.39762084501315825
Q9BWT7,0.9614730970332886,0.5636773808212111,0.05856239549726411
Q9BWW8,-0.47026510775060826,-0.2646361533499466,0.04396518875141784
Q9BWW9,0.01876161616979921,-0.04543546481298143,-0.0184995084505106
Q9BXF3,-0.10718755485255704,-0.7209893678200064,-0.3099064452964997
Q9BXI6,0.45731202699342327,-0.6841671487755587,-0.1137333069235671
Q9BXI9,-0.409876964385422,0.05567521469905566,-0.2331799086400909
Q9BXK5,0.7386968324873345,0.2532915770951269,-0.7870818994663268
Q9BXQ6,0.3356140058068493,-0.3873259281310315,-0.3461978228265201
Q9BXT6,0.1569095100535609,-0.24587370986506737,0.5357134897937732
Q9BXW7,-0.3872550307566977,-0.3094732762956816,-0.3938225361288653
Q9BY27,-0.28281937417751946,0.5495957777739064,0.37727777616618186
Q9BY77,0.8549719770060356,1.1338221019496273,-0.6184302191594039
Q9BY89,0.035209563663644444,-0.5881001583217165,-0.4665635566489602
Q9BYB0,-0.3150412551278347,-0.5285774370691372,-0.6311323637390481
Q9BYB4,-0.07214218926012743,-0.6083592091932035,0.5052761754825796
Q9BYH1,-0.4588767687087571,1.404784485048196,-0.2708306705786371
Q9BYW1,0.03600882095852611,-0.6476705922330176,1.0236550548765835
Q9BZE7,0.5597503404014581,0.14845793536805627,-0.8080815292677394
Q9BZR6,0.10533343886231014,-0.5607155230086275,0.8774131580840164
Q9H0A3,0.40459736592658635,0.04771951924386806,-1.4618253979483933
Q9H1I8,-0.4917079893295153,0.3438805657999362,0.7277302150338935
Q9H1K4,0.5545849057460658,-0.7960065011207277,0.18093138408774243
Q9H2D6,0.5077576082414648,-0.8291677827911226,-0.004742709223941808
Q9H4I3,0.13692119915422812,-0.15038229242336745,-1.111297113240721
Q9H4I8,-0.16284905503686434,-0.163652715127512,-0.08884344272865251
Q9H4I9,-0.2817357127125348,-0.22150607662073366,-0.02382376940818674
Q9H4K1,0.22122730248485556,-0.1522133814283336,-0.24578935702080112
Q9H6A9,0.04617701912722904,-0.9604579629475908,0.28622107633587485
Q9H6E4,-0.0002815485614794041,0.019846763298780913,0.5764405845566783
Q9HBE1,-0.9764077650241241,-0.9869169349294818,0.16428230719411172
Q9HBI0,-0.0035584275642578864,0.08508847159596611,-0.2772762451034673
Q9HBI1,0.3321768371199656,0.46631942149556,0.2903893763709162
Q9HC16,-0.13041422920229157,-1.0538446938072015,0.46154172482227684
Q9HCN8,0.6108643331087964,0.32227920599199,-0.5277854564205039
Q9NNW7,0.3368971968338789,0.43026485398072273,0.9352897486794514
Q9NP61,-0.4380549621139788,-0.11322729227206924,0.4483632306860731
Q9NPC4,0.028705035719078894,-0.5586638010256374,0.2487697710160218
Q9NQ50,0.28933081690758333,0.043981448165500994,0.1317509563079665
Q9NQF3,-0.12935295084286508,0.7391394678580296,-0.5404153102276059
Q9NQG6,-0.29366038138188943,0.0054927567637628105,0.5273724166205356
Q9NQG7,-0.7486865850472684,-0.6551483748827196,-1.2226371046408306
Q9NQH7,0.016347612626635394,-0.5591529086032719,-0.23073006601075002
Q9NRA8,0.330689094945854,-0.3207713603914233,0.13876921364601874
Q9NRD5,-0.14966895387586102,0.3360571575482184,0.28507684040880527
Q9NRW3,-0.345966848087305,-0.08432587670022632,0.6262460386322967
Q9NS69,0.1966884351270485,-0.6984810288755657,0.3933708367028296
Q9NSP4,-0.5423053112181191,0.706256534980503,0.6144593039046149
Q9NSQ0,0.1449427379592004,0.0786164217180967,-0.125419353616452
Q9NST1,0.33926197570001404,-0.18538908473103083,0.1413419223839363
Q9NTG1,0.43596718325972555,-0.28090327176279484,-0.36971564399441675
Q9NV39,-0.5971827403622295,-0.5322363730630861,-1.0970371868649014
Q9NWS6,0.3649143945077648,0.9044572710413854,0.8551973660821833
Q9NY65,-0.8130422443132582,0.3624273357781,0.8532638099541339
Q9NY91,-0.228404990369332,0.05072371532502473,-1.2047358304828022
Q9NYQ6,0.13336808398832076,-0.5317798647173587,0.11978101074690871
