protein_id,baseline_log2
P0CG29,6.774525777541049
P0CG30,11.289969311173602
P0DOX8,10.521197924273457
P0DOY2,15.31554660020645
P0DOY3,7.990498622850896
P0DSO1,7.796820153796351
P10323,13.487140885678322
P10635,13.257194731003539
P11274,12.991817704927987
P12018,6.2612711617238075
P12036,8.599596867249087
P12956,14.398951778542994
P13224,12.008581214567727
P13725,12.021949207321816
P13866,8.959166054048117
P14174,8.601730885569479
P14784,15.465548880182547
P15018,13.277552788532123
P15153,7.268661178018375
P15289,15.377069421437639
P15814,11.823701518180549
P17050,9.33362366957088
P17861,9.971394463995985
P18848,13.254045103526181
P19086,9.762726516860836
P19440,11.78744799118607
P19971,13.104994966484048
P20062,7.9537499730596455
P20472,15.442414862425494
P21964,9.561727714354099
P23142,10.193747570769144
P24347,12.985143678678206
P25325,12.08785089387764
P26998,10.401198369391793
P28482,12.497420403007915
P29274,15.028283075720445
P30046,14.002836166454186
P30536,14.242590099547737
P30566,8.58408408567313
P31941,10.194033492976375
P32745,11.538191416540592
P32927,6.4419081916148295
P33992,13.697921803773244
P35240,9.23463424415089
P35579,8.825960780410142
P35625,8.592920093561464
P35626,8.833792654200645
P36269,9.380148321578321
P36543,12.048245580761591
P39023,11.835653219000632
P42356,8.557117536018755
P43320,8.064242765732075
P43487,14.263581900713568
P46060,6.927233376763665
P46109,11.128228412009275
P48050,11.20560874189276
P48739,11.741368068116216
P49593,14.856501159071357
P49674,12.239139400947677
P50502,15.736337662480233
P53007,14.713530833487276
P53671,8.147402594872116
P53673,8.411833102253011
P53674,9.447741359151706
P53675,9.915144150801313
P53778,11.529951203076955
P53814,8.325126328963389
P54198,8.223451811137657
P55769,9.813899573680796
P55957,12.72023113212752
P56556,12.881256130961884
P56693,15.761167400402895
P56706,8.024154339218141
P59817,9.928591518569807
P61218,15.646774979390605
P61580,12.90008742665552
P61581,11.92278524822019
P62318,11.39646051401347
P62877,6.755103801362566
P68036,14.933738088159103
P78395,12.255052154151077
P85298,11.716674079280342
P85299,11.395003433218426
P86434,9.919142073211116
P98153,8.546646913608928
Q00587,13.553219853344842
Q01844,11.09567517761662
Q04917,6.339395322892203
Q07869,9.990944997721632
Q09327,15.286036382228325
Q09472,9.738945615408628
Q10567,10.132330079255738
Q10571,12.239611230550356
Q10587,14.016748038158823
Q12772,12.684611177047122
Q12824,14.500547311229464
Q13323,7.139705870406983
Q13356,15.245925533186488
Q13387,15.03921932411386
Q13615,11.191485865855878
Q13769,12.24742237787201
Q14106,8.128130502014017
Q14129,10.47947437981389
Q14166,8.027033609198124
Q14390,6.219766789410195
Q14565,15.809030681270524
Q15040,8.59146515710205
Q15049,11.931083088978353
Q15080,9.00250383537863
Q15459,9.706216202104349
Q15735,9.977615585822747
Q15750,9.350467313247577
Q15759,12.373997593399357
Q16587,15.609362704886061
Q16762,10.28634650006233
Q2M1V0,15.733267240542652
Q2NKQ1,12.677972373447831
Q2VPJ9,12.07136195021009
Q2WGN9,8.37103851798923
Q3SXP7,6.629207058993808
Q3SYA9,14.519347702918289
Q53GT1,11.73981063944269
Q569K6,10.144138624248818
Q5BKY6,14.119673220884835
Q5GH77,9.105803825773188
Q5R3F8,13.836172559644872
Q5R3I4,9.279638354057969
Q5THK1,15.208811864041635
Q5THR3,8.679668744568026
Q5TIA1,7.375541175745711
Q69YQ0,12.980967083494118
Q6IBW4,7.6284725306477075
Q6IC83,15.493630502889856
Q6IC98,12.555551123888659
Q6ICB0,8.30860661284526
Q6ICB4,8.088189342854287
Q6ICC9,15.238750391204215
Q6ICG6,12.078579128498909
Q6ICG8,14.937360066724167
Q6ICH7,7.1022520484582525
Q6ICI0,15.253921955791762
Q6ICL3,11.200493119940884
Q6ICL7,12.684219163313506
Q6NTF7,9.728754715412807
Q6NUI6,6.591403220058262
Q6NVV7,15.57972441341829
Q6NXT1,15.94598329108482
Q6P575,9.645468487604429
Q6P5X5,15.438679297519796
Q6PGQ1,7.677262909615642
Q6S545,7.546844496585756
Q6UXH1,6.731118400091715
Q6UXV3,9.912694075841507
Q6UXY1,6.5230225018159915
Q6ZQY2,9.946571896128967
Q6ZR54,7.383904286496682
Q6ZT62,13.305277955729572
Q6ZVW7,14.333626493364081
Q7L3V2,12.87815427796288
Q7RTP6,8.00494152436156
Q7RTV0,13.668481929079558
Q7Z3Z3,8.49500197033275
Q7Z412,13.594885969685274
Q7Z4H4,11.673975748963908
Q7Z4Y8,9.667125162912097
Q7Z5A7,6.834923780160577
Q7Z6W7,14.275095098070258
Q7Z6Z6,15.396529207982255
Q86V35,12.659177800006375
Q86V86,15.645415666934388
Q86WX3,15.341114190429911
Q86YH2,7.946084008037536
Q8IU80,13.312123485982134
Q8IUG5,9.493048194376946
Q8IUX4,10.87517360565626
Q8IVS2,7.569654311488458
Q8IWD4,15.747794280576525
Q8IWF2,13.261373830764086
Q8IWL3,8.66908309630968
Q8IWY4,9.714716901680335
Q8IYW4,10.224829268287845
Q8IYX3,13.475337241438403
Q8IZ69,15.256972667695845
Q8IZJ4,9.214401329845717
Q8N1L1,10.725000882804196
Q8N3F8,11.932075728347012
Q8N5Z5,9.933439924003157
Q8N653,11.041813233656853
Q8N7B1,7.05707629020102
Q8N8J0,7.676743877201661
Q8NDV3,10.011012572201448
Q8NEG4,15.149390117705526
Q8NEG7,9.493580457446335
Q8NEJ0,8.497928086050136
Q8NET5,13.428622208492758
Q8NFI4,15.491301660766092
Q8NFQ6,10.591236170635474
Q8NG94,6.086049555671831
Q8TCT0,12.88149331475618
Q8WTX7,10.15060801616145
Q8WUA7,12.73645536616215
Q8WWX9,8.777165158292036
Q8WYQ3,6.024081438169624
Q8WYQ4,9.444962187456039
Q8WYQ5,13.047923426129415
Q92523,9.931132830091892
Q92737,8.19174139653226
Q92841,10.640068641341015
Q92871,13.523485232983855
Q92890,7.19433086792306
Q969R2,12.917520336466477
Q969R5,12.673440238039472
Q969S8,9.707378796850714
Q969V6,15.703361913794945
Q96A84,14.947052994803515
Q96AK3,9.161614808020698
Q96AY4,6.31091093393843
Q96D21,9.083048067450767
Q96DF8,8.047219425410432
Q96EK2,11.472519140475928
Q96F46,15.187444211821546
Q96FE7,14.703375100375215
Q96G42,9.058291556648268
Q96GD0,10.285975335556369
Q96GF1,6.365421990795665
Q96GP6,11.441635076491494
Q96HU1,6.633679800507289
Q96JB3,15.386061662290997
Q96M85,14.669338348522723
Q96MU8,8.14187626437503
Q96NN9,12.993686798620455
Q96NT3,11.680203824333331
Q96PF2,14.01357712516183
Q96Q80,10.756521067515198
Q96RD6,7.91771970665778
Q96RJ3,12.398434001228317
Q96RN5,6.80280326995945
Q96RT7,11.845879911684221
Q96SF2,8.127048054644575
Q99501,12.849364371235602
Q99705,14.280431617281085
Q99719,7.095247292820725
Q99757,10.002685521485922
Q99798,13.335215877759968
Q99999,7.637030615188585
Q9BPW4,11.66523670035713
Q9BPW8,12.718389818757231
Q9BQE5,9.547936072393822
Q9BR01,14.31982274202601
Q9BT49,11.106581850467137
Q9BU23,12.269948399405099
Q9BV10,7.408727967047787
Q9BVL4,6.2316017453266905
Q9BW83,6.507485708249863
Q9BWT7,15.03920148198216
Q9BWW8,14.826423842482512
Q9BWW9,14.075914391618426
Q9BXF3,7.996120912348608
Q9BXI6,11.254586519495032
Q9BXI9,13.961171005483735
Q9BXK5,12.746691812557739
Q9BXQ6,7.155211936759376
Q9BXT6,14.955411998124237
Q9BXW7,7.606823927779622
Q9BY27,7.717956934133355
Q9BY77,15.010086291707083
Q9BY89,10.84616939094516
Q9BYB0,9.728918259564669
Q9BYB4,11.536567422980564
Q9BYH1,15.813973328321113
Q9BYW1,7.196304552410429
Q9BZE7,13.569488487920653
Q9BZR6,9.343258622441276
Q9H0A3,7.170492708476237
Q9H1I8,10.219333553529387
Q9H1K4,11.48752877725271
Q9H2D6,8.059616377281468
Q9H4I3,10.052694590966025
Q9H4I8,12.356760254722905
Q9H4I9,11.764480197202221
Q9H4K1,13.231605940548505
Q9H6A9,14.364045329374012
Q9H6E4,10.091403317693736
Q9HBE1,10.229672754622275
Q9HBI0,10.966921344551531
Q9HBI1,11.663533783813035
Q9HC16,7.083226742378916
Q9HCN8,9.12635354194774
Q9NNW7,7.718917953770243
Q9NP61,9.858527623441315
Q9NPC4,15.733540725740365
Q9NQ50,11.827309566809797
Q9NQF3,10.293815199205463
Q9NQG6,11.659368952237088
Q9NQG7,12.690765554271792
Q9NQH7,10.34953463290401
Q9NRA8,10.477098042528873
Q9NRD5,13.014011293817086
Q9NRW3,6.608625832057013
Q9NS69,11.40080568288344
Q9NSP4,11.473278122177014
Q9NSQ0,13.56752261128381
Q9NST1,15.82644752336658
Q9NTG1,13.957547867868081
Q9NV39,11.03788612650468
Q9NWS6,7.694531796071786
Q9NY65,11.882609716331705
Q9NY91,14.34298886712686
Q9NYQ6,15.324140636453325
Q9NYZ3,14.253103794941005
Q9NZ20,7.889686063625636
Q9NZK5,13.125758643493313
Q9P0X4,14.801549474858433
Q9UBB4,12.810169666269752
Q9UBB9,12.857520409282152
Q9UBR1,11.001622862510787
Q9UC06,12.369762221255051
Q9UDW1,8.94380719223021
Q9UDW3,6.888100867857452
Q9UDX3,14.277149047454005
Q9UDX4,15.431443073915156
Q9UDX5,14.568223353769442
Q9UFD9,9.33913553780803
Q9UG56,6.935301513079283
Q9UGB7,8.801383876314066
Q9UGR2,14.428353758099
Q9UGT4,12.55814507633216
Q9UGU0,15.666942441029372
Q9UGU5,9.426810184371034
Q9UGY1,11.514721202916423
Q9UH03,13.90038221638228
Q9UH17,8.339919427318122
Q9UH36,15.640899746596657
Q9UH99,11.923976724918148
Q9UHP6,6.0789756331965314
Q9UIA0,6.251532756280124
Q9UJY5,14.822160164015951
Q9UKI3,12.452815277610775
Q9UKX7,13.630725190638621
Q9ULC8,13.84016000956908
Q9ULT6,10.204597762507765
Q9ULX9,13.98611246142302
Q9UMW8,15.375324448125381
Q9UNF0,7.721711077696217
Q9UNT1,13.641363995420207
Q9UPQ9,9.07792007615565
Q9Y259,9.21493003053854
Q9Y262,10.127548510363862
Q9Y295,14.637195199080855
Q9Y3A4,6.220560673100492
Q9Y3I0,10.33926206810264
Q9Y3I1,12.800476495692706
Q9Y3L3,7.1041545828252195
Q9Y3M2,13.922535970174165
Q9Y3P4,15.41902597897353
Q9Y442,6.909348210769786
Q9Y512,7.529481378308781
Q9Y519,15.740972249462029
Q9Y534,7.978556407857416
Q9Y535,6.789396757032045
Q9Y698,15.521925363959001
Q9Y6J0,14.926227098094689
Q9Y6U7,12.557254727331312
Q9Y6X9,11.514309272875533
